ONEOFF_PURCHASES,PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
45.65,0.833333,0.75,190.287126,0,12
160.6,0.666667,0.416667,144.896661,0.857143,12
0,0,0,268.140818,0,12
0,0.916667,0.833333,1165.41843,0,12
0,0.333333,0.25,209.238839,0.166667,12
0,0,0,508.050053,0,12
0,0,0,1159.813479,0,12
0,0,0,100.212983,0,12
1301.25,0.5,0,170.192614,0,12
629.99,0.083333,0,247.500183,0,12
0,0,0,1198.874608,0,12
75.2,0.25,0.25,164.103619,1,12
0,0.25,0.166667,29.013477,0.083333,12
1258.99,1,0.833333,248.870731,0.416667,12
0,0.083333,0.083333,118.437426,1,12
193.94,0.333333,0.166667,683.372766,0,12
0,0,0,418.536968,0,12
0,0,0,419.059837,0,12
0,0,0,659.586136,0,12
313.03,0.25,0,405.632903,0,12
0,0,0,60.582149,0.125,12
720.16,0.5,0,1094.491962,0.090909,12
120.09,0.083333,0,410.924268,0,12
0,0,0,1183.930323,0.083333,12
242.38,0.833333,0.666667,289.339838,0.083333,12
0,0,0,448.064322,0,12
0,0,0,69.271137,1,12
0,0,0,653.783205,0,12
317.74,0.888889,0.777778,109.17084,0.777778,9
115,0.833333,0.75,208.147019,0,12
0,0,0,187.555397,0,12
2455.79,0.833333,0.166667,1731.420819,0,12
0,0.166667,0.166667,131.138844,0,12
1450,1,1,756.926664,0,12
0,0,0,123.753834,0,12
2576,0.25,0,531.183467,0,12
1259.88,1,1,477.257131,0,12
1395.05,1,0.666667,556.179286,0,12
0,0,0,214.677868,0,12
0,0,0,156.159732,1,12
1058.18,1,1,526.831031,0,12
282.52,0.416667,0,1248.460984,0.083333,12
225.39,0.25,0.083333,100.780063,0.083333,12
855.9,0.909091,0.818182,327.262906,0,11
0,0,0,1479.53625,0,12
3678.81,0.916667,0.166667,3915.696493,0.444444,12
0,0,0,929.334025,0.125,12
0,0,0,424.156288,0,12
0,0,0,,0,12
0,0,0,116.202264,0,8
0,0,0,94.70744,0.25,12
0,0,0,181.339692,0.166667,12
0,0.916667,0.833333,180.358798,1,12
0,0,0,,0,10
1083.44,1,0,606.739379,0.083333,12
400.72,0.833333,0.5,269.311255,0.333333,12
0,1,1,164.139365,0.5,12
4841.7,1,0.75,6340.898794,0,12
0,0,0,1752.657115,0,12
0,0,0,2221.880048,0,12
0,0.916667,0.916667,262.20484,0,12
0,1,1,176.285795,0.916667,12
0,0.75,0.75,195.953485,0.166667,12
521.5,1,1,679.005417,0,12
0,0.5,0.5,85.914125,0.454545,12
1270.32,0.333333,0,110.252783,0,12
0,0.5,0.416667,146.348596,1,12
0,0.666667,0.583333,161.030353,0.166667,12
0,1,1,1090.811625,0,12
0,0,0,374.452534,0,12
0,0,0,379.255051,0,12
0,0,0,,0,7
573.05,0.5,0.416667,266.90291,0,12
360,0.083333,0,208.247475,0,12
0,0.916667,0.916667,13.88938,0,12
0,0,0,826.56466,0,12
0,0,0,1075.889659,0,12
461.99,0.333333,0,104.810436,0.666667,12
0,0.416667,0.416667,94.762661,0.416667,12
0,0.25,0.166667,67.701929,0.272727,12
3436.23,0.833333,0.25,190.985351,0.25,12
102.26,0.833333,0.75,744.713817,0,12
1140.9,0.818182,0.090909,6825.44203,0,11
2206.74,1,0,204.477134,0.818182,12
284.9,0.166667,0,786.402078,0,12
0,0,0,232.802183,0.083333,12
2369.78,1,0.916667,1463.588692,0,12
0,0,0,673.465761,0,12
87.28,0.083333,0,767.829781,0,12
3824.94,1,1,562.102772,0,12
5788.81,0.5,0,285.762299,0.2,12
0,0.833333,0.833333,183.013235,0,12
1116.67,0.9,0.8,170.458741,0.125,10
1428.89,0.181818,0,395.761881,0,11
194.1,0.166667,0,389.795498,0,12
0,0.5,0.5,153.645248,1,12
325.52,0.75,0.75,5817.079142,0,12
91.84,0.166667,0,413.727143,0,12
0,1,0.916667,926.087148,0,12
0,0,0,,0,12
1399.8,0.333333,0.083333,98.767606,0.25,12
0,0.727273,0.636364,792.01288,0,11
0,0,0,327.277488,0,6
1686.86,0.25,0,127.016328,0,12
199.34,0.333333,0.333333,561.912557,0,12
0,0,0,259.21298,0,12
83,0.166667,0,201.615417,0.083333,12
310.97,0.666667,0.416667,130.651802,0,12
11246.07,0.666667,0.333333,1310.291574,0,12
586.14,0.583333,0.25,31.497924,0,12
1000,0.833333,0.833333,387.281405,0,12
4613.7,1,1,256.82014,0.833333,12
956.83,0.916667,0.75,1125.042573,0,12
0,0,0,137.43958,0,12
295.63,1,0.916667,342.2675,0,12
0,1,1,1127.724623,0,12
0,0,0,324.801824,0.090909,12
0,0,0,592.032785,0,12
1833.9,0.416667,0,188.774182,0.4,12
0,0,0,7164.306187,0,11
0,0,0,335.813771,0,12
0,0.666667,0.555556,583.820142,0,9
0,0.083333,0.083333,720.971058,0,12
0,0.333333,0.25,164.248292,0.5,12
0,0.5,0.416667,8345.641905,0,12
230,0.083333,0,1442.075559,0,12
249.12,1,1,313.922409,0.083333,12
423.37,1,0,187.954393,0.083333,12
1402.35,0.833333,0.25,181.840836,0,12
160,0.083333,0,596.332001,0,12
1110.01,0.166667,0,84.471116,0,12
10454.28,1,1,289.757941,0.916667,12
0,1,1,7.070714,0,12
225.08,0.090909,0,1282.428401,0,11
375,0.333333,0.25,191.073806,0.333333,12
0,0,0,1542.906309,0,11
492.71,1,1,189.375956,1,12
748.36,1,0,170.77492,1,12
0,0,0,190.841988,0,12
88.93,0.083333,0,154.067397,0,12
298,0.166667,0,1336.9578,0,12
63.7,0.083333,0,379.079339,0,12
0,0.5,0.5,4130.592522,0.083333,12
0,0,0,1261.125201,0.333333,12
0,0,0,599.5493,0,11
685.79,0.916667,0.666667,175.239392,0.75,12
149,0.083333,0,1115.444711,0,12
0,0,0,116.705952,0.333333,12
1160.26,1,0.545455,219.717476,0.181818,11
233.04,0.666667,0.583333,658.657911,0,12
2080.01,1,0.833333,2024.379006,0,12
1653.36,1,1,1007.691447,0,12
765.85,1,1,167.136534,0.75,12
0,0.416667,0.333333,69.359061,0.363636,12
0,0,0,77.402578,0,12
0,0,0,557.973185,0,10
0,0,0,635.614648,0,9
1253.36,1,0.083333,202.184147,0.083333,12
0,0,0,784.060078,0,12
2644.17,0.833333,0.333333,113.262756,0,6
2006.57,0.75,0.583333,202.619118,0.416667,12
1804.1,1,1,605.697272,0,12
0,0,0,138.420191,0.166667,12
0,1,1,217.449281,0,12
0,0,0,841.880535,0,12
2000.6,0.166667,0,858.298082,0,12
0,0.166667,0.083333,,0,12
549,1,1,431.796784,0,12
0,0,0,754.982656,0,12
512.47,1,0,192.908611,1,12
701.59,0.333333,0,140.175864,0.1,12
0,0.666667,0.555556,100.105897,0,9
675.9,0.416667,0,308.604961,0.083333,12
0,0.416667,0.416667,,0,12
0,0,0,226.880981,0,6
1165.36,1,1,206.988911,0,12
417,1,0,86.562843,0.111111,12
0,0.333333,0.333333,170.73776,1,12
0,1,1,249.005928,0,12
0,0,0,394.763386,0,12
1940.88,1,1,4606.755937,0,12
2360.3,1,1,501.711259,0.25,12
0,0,0,271.376651,0,11
4432.46,1,0.083333,850.247297,0,12
1663.77,0.833333,0,307.53747,0.2,12
886.32,1,0.916667,225.743387,0,12
624,0.416667,0.25,190.226811,0,12
0,1,0.909091,164.361594,0.777778,11
14.72,0.083333,0,463.992512,0,12
0,0,0,1565.678756,0,12
0,0.666667,0.583333,175.245981,0.714286,12
65,0.75,0.666667,154.2101,0,12
0,0.857143,0.714286,104.264949,0.4,7
0,0,0,510.986097,0,12
0,1,1,152.547744,0.636364,12
336,0.666667,0.416667,183.039309,0,12
436.64,0.666667,0.5,831.442071,0,12
0,0,0,680.410348,0,11
0,0,0,324.670041,0,12
1049.3,1,1,2257.788425,0,12
683.89,0.5,0.333333,309.576217,0.083333,12
624.46,0.333333,0,865.078504,0,12
0,0,0,856.401575,0,10
1395.13,1,1,322.506371,0.181818,12
0,0,0,433.963634,0,11
0,0,0,597.46081,0,12
0,1,1,141.02725,0.7,12
0,0.857143,0.714286,104.771473,0.5,7
278.5,0.833333,0.666667,898.050967,0,12
864.38,1,1,182.31869,0.416667,12
253.7,0.416667,0,200.73031,0,12
10165.88,1,0.75,691.328423,0.083333,12
0,0.25,0.166667,224.641178,0,12
0,1,1,294.032386,0,12
0,1,1,118.364043,0.636364,12
0,1,1,1358.434639,0,12
1583.23,0.666667,0,1805.455623,0.083333,12
74.9,0.333333,0.166667,1149.24369,0,12
135.38,1,1,178.313275,1,12
463.2,0.916667,0.833333,160.160912,0.9,12
152.29,1,1,580.934766,0,12
0,0,0,2312.250917,0,12
979.43,1,0.416667,634.853764,0,12
0,0,0,849.210431,0,12
144.9,0.25,0,1336.106153,0.333333,12
720.57,1,0,392.9199,0,12
0,0,0,277.7637,0,12
0,0,0,599.508236,0,12
0,0,0,1796.44717,0,12
0,0.5,0.416667,5482.177329,0.083333,12
0,0,0,270.542229,0,12
45.65,0.083333,0,177.475343,0,12
249,0.083333,0,374.993899,0.166667,12
1384.31,1,1,176.453648,1,12
82,0.166667,0,1325.010085,0,12
2244.32,1,1,1548.159984,0,12
0,0,0,761.827013,0,12
0,0,0,531.655053,0,12
0,0,0,717.788508,0.2,12
0,1,0.9,158.158755,0.875,10
0,0,0,29.048708,0.090909,12
0,0,0,156.265479,0.125,12
782.6,1,0,238.608197,0,12
0,0,0,1442.992764,0,12
1067.7,0.7,0.3,137.913285,0,10
0,0,0,185.625798,0,12
0,0,0,3361.046714,0,12
180,0.166667,0,866.123831,0,12
0,0.333333,0.333333,1722.057336,0,12
1174.59,0.181818,0,27.094432,0,11
3335.15,1,1,202.213224,0.916667,12
0,1,1,,0,12
172,0.166667,0,118.316999,0,12
0,0,0,687.048707,0,11
107.27,0.25,0,188.038862,0,12
1796.79,0.5,0.1,238.195134,0.1,10
0,0.916667,0.833333,356.087522,0,12
0,0.166667,0.166667,175.624776,1,12
476.84,0.166667,0,2871.461432,0,12
100.98,0.333333,0,196.226103,0,12
0,1,1,187.088484,0.75,12
342.5,0.083333,0,73.567323,0,12
0,0.7,0.6,502.718043,0,10
95,0.833333,0.666667,151.912905,1,12
0,0,0,,0,12
0,1,1,270.085264,0,12
0,0.166667,0.166667,603.735158,0,12
0,0.25,0.166667,792.533866,0,12
0,0,0,679.634933,0,12
45.65,0.083333,0,208.550713,0,12
0,0.75,0.75,705.163246,0,12
0,0.75,0.75,582.083146,0,8
0,0,0,1726.574128,0,11
1185.34,0.583333,0,176.271756,0.666667,12
61.85,0.583333,0.416667,1291.78569,0.090909,12
0,0,0,187.596016,0.083333,12
19.9,0.083333,0,174.577973,0,12
0,0,0,117.244717,0.285714,12
0,0.166667,0.166667,212.520426,0,12
63,0.083333,0,192.075716,0,12
568.34,0.333333,0,241.723393,0,12
1640.96,1,1,198.598427,0.416667,12
0,0,0,826.013735,0.181818,12
0,0,0,408.805328,0.090909,12
0,0.25,0.25,139.574077,0.25,12
2325.83,1,1,915.803727,0.083333,12
0,0.5,0.333333,85.464647,1,6
820.29,0.916667,0,274.668404,0,12
0,0.75,0.625,101.683837,0.8,8
0,0,0,710.889925,0,10
609.37,0.5,0.416667,229.25572,0,12
111.3,0.416667,0.25,449.473659,0,12
0,0.916667,0.833333,168.946603,0.7,12
0,1,1,56370.04117,0,12
0,0.166667,0.083333,29.862755,0.083333,12
0,0.5,0.5,142.655139,0.111111,12
929.29,1,0,193.337889,0.166667,12
1000,0.142857,0,233.053173,0,7
0,0,0,1742.491124,0.083333,12
0,0.333333,0.333333,166.020925,0,12
0,1,1,151.005361,1,12
729.82,0.181818,0,18924.00199,0,11
0,1,1,2230.75253,0,12
0,0.583333,0.416667,243.137378,0.363636,12
0,0.555556,0.555556,,0,9
0,0,0,420.701352,0,12
1963.74,0.666667,0.166667,169.574114,0.6,12
0,0.25,0.25,814.495329,0,12
0,1,1,149.110815,0.090909,12
5281.17,0.916667,1,678.731919,0,12
1333.38,0.833333,0.583333,211.587611,0.083333,12
0,0,0,546.469472,0,12
894.28,0.5,0,84.043137,0,6
0,0,0,272.284192,0.125,12
209,1,0.916667,2035.107418,0,12
0,0.916667,0.833333,164.819559,1,12
0,0,0,5766.252183,0.166667,12
540,0.583333,0,231.170968,0.285714,12
0,0,0,191.122638,0,12
618.4,1,0.416667,176.003434,0.583333,12
0,0,0,5873.275911,0.083333,12
0,0.857143,0.571429,19.703002,0,7
459,0.583333,0.5,58.816069,0.1,12
846.79,1,1,178.977455,1,12
0,0,0,214.062758,0,12
0,1,0.916667,129.984016,1,12
0,0,0,350.033702,0,12
0,0,0,184.288462,0.083333,12
0,0.416667,0.416667,1033.145181,0,12
0,0.166667,0.166667,111.894178,0.5,12
1455.11,1,1,180.637896,0.75,12
1206.43,1,0.833333,232.49717,0.272727,12
145.94,0.083333,0,610.251148,0,12
114,0.416667,0.416667,103.701385,0.363636,12
0,1,1,657.600716,0,12
0,0.833333,0.833333,158.020499,0.909091,12
0,0,0,255.621363,0,12
0,0.416667,0.416667,176.889617,0,12
147.12,0.083333,0,475.89936,0,12
0,0,0,316.380664,0,12
0,0,0,1744.975926,0,9
53.13,0.083333,0,1233.962964,0,12
1038.38,0.666667,0,140.547255,0.6,12
0,1,1,179.604687,0.75,12
0,1,1,178.537408,0.5,12
25,0.5,0.5,113.606953,0.272727,12
26.16,0.5,0.416667,571.995314,0,12
0,0,0,622.671345,0,12
0,0,0,274.065414,0,6
2067.8,1,1,817.36242,0,12
0,0.333333,0.25,182.922865,0,12
0,0,0,437.211705,0,12
117,0.909091,0.818182,22011.7798,0,11
0,0,0,953.264819,0,12
192.95,1,1,248.178351,0.083333,12
1990.65,0.583333,0.083333,302.127133,0,12
15.92,0.083333,0,1129.747227,0,12
0,0,0,2275.686103,0.090909,11
543.58,0.25,0,355.284593,0,12
810,0.416667,0.333333,94.668806,0.166667,12
0,1,1,155.337674,0.181818,12
44.8,0.166667,0.083333,908.384613,0,12
0,0.083333,0.083333,385.314668,0,12
0,0,0,252.062796,0,11
0,0.833333,0.833333,492.851078,0,12
0,0.583333,0.5,133.319408,0.363636,12
980.87,0.75,0.166667,152.507474,0.222222,12
0,0.333333,0.333333,316.758371,0.083333,12
1194.54,0.916667,0,169.006513,1,12
0,0.083333,0.083333,2295.921053,0,12
0,1,1,302.481716,0,12
0,0,0,452.085171,0,12
0,0,0,507.068261,0,12
0,0,0.083333,5624.605818,0,12
0,0.75,0.75,318.793218,0,12
0,0.416667,0.416667,377.084941,0,12
0,0.166667,0.083333,389.155496,0.166667,12
0,0,0,14437.12209,0,12
1903.72,0.916667,0.916667,169.807651,0.333333,12
201.27,0.083333,0,144.25972,0.111111,12
0,0.9,0.8,139.047088,0.7,10
0,0,0,718.578894,0,12
0,0,0,1910.925633,0,12
0,1,1,19.582178,0,12
64.55,0.416667,0.083333,382.36978,0,12
117.89,0.333333,0,454.665216,0,12
0,0.666667,0.666667,333.092064,0,12
1091.37,1,0.916667,228.297707,0.272727,12
0,0,0,132.494842,0,7
106,0.083333,0,434.513783,0,12
0,0,0,1475.203723,0.090909,12
0,1,0.916667,139.382867,0.090909,12
0,0,0,231.513272,0,12
100,1,1,174.363145,0.916667,12
117,0.083333,0,437.099794,0,12
25,0.333333,0.166667,458.501302,0.090909,12
0,0,0,715.509134,0,12
373.44,0.083333,0,384.155979,0,12
2992.49,1,0.75,183.469161,0.083333,12
0,1,1,,0,12
0,0,0,920.718093,0,12
89.39,0.083333,0,211.611083,0,12
0,0.333333,0.333333,137.788624,1,12
394.76,0.333333,0.083333,398.734242,0,12
865.94,0.25,0,977.712784,0,12
0,0.25,0.25,173.016455,0.083333,12
0,1,1,126.406004,0.111111,10
1987.85,1,1,1124.614121,0,12
41,0.25,0.083333,849.355936,0,12
0,0.083333,0.083333,119.880198,0,12
814.66,0.583333,0,1428.029439,0,12
0,0,0,4653.581451,0,12
488.99,0.833333,0.5,307.591569,0,12
0,0.5,0.5,316.239935,0,12
0,1,1,121.996148,0,12
1007.27,0.833333,0,1492.995627,0,12
209.02,0.25,0,688.582671,0,12
0,1,1,170.772711,0.363636,12
0,0,0,,0,12
0,0.75,0.75,138.599057,0.857143,12
0,0,0,583.146807,0,12
0,0,0,318.402704,0,12
0,1,1,893.770943,0,12
0,1,1,,0,12
760.16,0.833333,0.083333,2171.800125,0,12
0,0,0,1450.180855,0,12
1965.95,0.083333,0,,0,12
200,0.083333,0,798.280589,0,12
62.36,0.083333,0,119.309297,0,12
594.6,0.333333,0.25,324.522761,0,12
1705.78,1,0.916667,1374.956496,0,12
0,1,1,250.54894,0,12
0,0,0,1469.022473,0,12
256.69,0.1,0,454.65029,0,10
145,0.5,0.416667,285.852332,0,12
0,0,0,82.240686,0,12
0,0,0,655.365553,0,12
0,0,0,432.288614,0,12
0,0,0,334.942449,0,12
0,0,0,1240.347359,0,12
3159.53,1,1,179.793545,0.583333,12
0,0.75,0.75,4419.482273,0.166667,12
0,1,1,168.730445,0.083333,12
1681.51,1,1,1169.995934,0,12
0,0.454545,0.363636,133.622458,0,11
0,0.75,0.666667,127.904622,0.666667,12
0,0,0,89.975046,0,12
620,0.416667,0.416667,571.226809,0,12
945.1,1,0.916667,576.081228,0,12
0.7,0.083333,0,,0,12
0,0,0,651.277648,0,12
1630.6,1,1,707.239263,0,12
0,0.666667,0.583333,51.285181,0.454545,12
0,0.416667,0.416667,1025.146444,0,12
0,0,0,463.040434,0,12
0,0.75,0.75,801.233778,0,12
86,0.083333,0,85.079975,1,12
1423.8,0.583333,0.5,1238.531629,0,12
0,0,0,292.755072,0,12
473.74,0.166667,0,1893.402934,0,12
99,1,1,1151.108962,0,12
0,0,0,415.982151,0,12
1233.9,1,0.75,183.307728,0.583333,12
0,0,0,206.910997,0,12
0,0,0,,0,6
2082.67,0.333333,0.166667,216.938095,0,12
0,0,0,43132.72823,0,12
4353.06,0.916667,0.833333,219.441278,0.166667,12
298.59,1,1,1051.311348,0,12
179.9,0.25,0,924.177666,0,12
0,1,1,43.143334,0.1,12
0,0,0,16536.25119,0,12
2488.95,0.75,0.583333,125.713305,0.375,12
0,0.166667,0.166667,329.548006,0,12
0,0,0,1039.604463,0.083333,12
812.11,1,1,661.569757,0,12
0,0,0,177.96135,0,12
0,0.583333,0.583333,2970.844918,0.1,12
0,0,0,2086.545633,0,12
0,0,0,188.739997,0,6
0,1,1,332.492063,0,12
0,0.4,0.3,426.142311,0,10
580.2,0.416667,0,1440.494944,0,12
4004.96,1,0.916667,194.598709,1,12
166.8,0.083333,0,359.989055,0,12
0,0.833333,0.833333,88.700517,0,6
600.01,0.416667,0.333333,1339.173048,0,12
0,0,0,314.661601,0,12
465.58,0.916667,0.833333,200.541865,0.777778,12
129.05,0.083333,0,418.990497,0,12
0,0.5,0.5,1440.327788,0,12
0,1,1,178.143055,1,12
715.29,1,1,1734.593075,0,12
0,1,0.833333,81.625033,1,6
756,1,0,883.267059,0,12
0,0.333333,0.25,211.2458,0.4,12
3162.94,1,0.916667,1925.158396,0,12
929.67,1,1,177.614322,0.166667,12
411.6,0.583333,0.166667,150.08129,0.2,12
0,0,0,193.738387,0,12
480.01,0.083333,0,,0,12
0,0,0,348.744106,0,9
569.8,1,0.916667,189.423175,0.333333,12
162.01,0.083333,0,66.24596,0,12
1372.81,0.416667,0,1140.180264,0,12
383.4,0.636364,0.636364,761.902854,0.222222,11
0,0,0,191.85798,0,12
85.69,0.125,0,538.259971,0,8
0,1,1,165.116059,0.583333,12
853.35,0.833333,0.416667,158.882035,0.888889,12
0,0.083333,0.083333,140.456214,0,12
0,1,1,0.261984,0,12
0,0.416667,0.416667,116.450584,0,12
387.41,0.5,0,53.264985,0,6
0,0.416667,0.416667,134.635863,0.285714,12
0,0.75,0.75,1642.929308,0,12
280,0.166667,0,543.795825,0,12
2022.57,0.916667,0.833333,473.338251,0,12
0,0.416667,0.416667,97.638234,0.454545,12
1516.42,0.916667,0,199.291321,0.333333,12
0,0,0,810.048137,0,12
50,0.083333,0,205.427298,0,12
0,0.5,0.416667,176.826409,1,12
454.36,0.166667,0,1866.858931,0,12
0,0,0,360.414305,0,12
849,0.5,0.25,95.209217,0,12
847.95,1,0.5,615.434945,0,12
0,0,0,375.333662,0.083333,12
0,0.833333,0.75,754.751563,0,12
346.32,0.333333,0,784.577784,0,12
191.13,1,0.916667,882.049542,0,12
0,0,0,307.355494,0,12
0,0.333333,0.333333,14.945497,0,12
360.9,1,1,828.745267,0,12
0,0.5,0.333333,34.59541,1,6
0,0.583333,0.5,327.757053,0,12
0,0,0,193.718315,0.083333,12
0,1,0.857143,741.985756,0,7
1130,0.083333,0,200.179471,0,12
0,0,0,306.416968,0.3,12
2723.47,0.666667,0,171.501276,0,9
0,0.857143,0.714286,558.520424,0,7
658.96,0.222222,0,14.078212,0,9
65,1,0.916667,176.52637,0.5,12
535.97,0.75,0,1027.923953,0,12
0,0.333333,0.333333,941.078476,0,9
0,0.083333,0.083333,219.961065,0,12
1514.8,0.5,0,309.272904,0,12
536,0.25,0.083333,416.006812,0.083333,12
0,0,0,3242.471295,0,12
0,0,0,331.487123,0,7
0,0,0,4454.428552,0,12
0,0,0,293.804549,0,12
55.4,0.083333,0,5603.542008,0,12
0,0,0,1041.361298,0,12
0,0.833333,0.75,790.847301,0.083333,12
281.98,0.25,0.166667,206.14725,0,12
0,0.090909,0.090909,428.421814,0,11
0,0.833333,0.833333,157.835032,1,12
50,0.083333,0,,0,12
0,0,0,258.977488,0,12
105,0.833333,0.75,238.252068,0,12
0,0,0,434.688783,0,12
0,1,0.916667,780.780114,0,12
0,0.25,0.25,,0,12
2265.9,1,0.833333,212.358132,0.416667,12
0,1,1,1364.816672,0.666667,12
266.6,0.166667,0,88.589314,0,6
585.39,0.75,0,1315.479892,0,12
0,0,0,492.497922,0,12
0,0,0,1102.054684,0,9
2753.75,1,1,245.422018,0,12
8269.36,0.75,0.583333,739.344097,0,12
1217.04,0.875,0.75,137.43462,1,8
0,0,0,702.052491,0,12
600,0.5,0.416667,190.513321,0.2,12
0,1,1,189.162675,0.181818,12
540,1,1,184.444816,0,12
185.1,0.25,0,3011.099397,0.166667,12
0,0,0,883.685949,0,12
0,0.833333,0.75,3269.298234,0,12
2399.95,0.916667,0.833333,342.28649,0,12
0,0,0,229.411418,0,11
0,0,0,271.528169,0,12
45.65,1,1,6404.855484,0,12
108.45,0.818182,0.727273,616.862544,0,11
0,0.5,0.5,211.984193,0.083333,12
0,0.666667,0.666667,324.954747,0,12
240,1,1,1600.26917,0,12
0,0.125,0.125,150.317143,0,8
0,0,0,277.546713,0,12
0,1,1,216.090433,0.083333,12
542.47,0.25,0,354.281114,0,8
860.67,1,0.25,309.140865,0,12
0,0,0,276.486072,0,12
0,0.833333,0.833333,184.464721,0,12
1334.7,1,0,250.871811,0,12
0,1,1,179.182583,0.333333,12
369.1,0.75,0.5,150.804339,0.875,12
454.72,1,0,350.661181,0,12
2047.21,1,0.25,73.948578,0.4,12
1877.08,1,0.916667,174.499877,1,12
487,0.666667,0,127.731899,0.2,12
0,0.583333,0.666667,1033.373322,0,12
0,0,0,42629.55117,0,12
0,0,0,566.30971,0,12
0,0,0,1026.0174,0,11
661.49,0.083333,0,299.935043,0.090909,12
3854.62,1,0.833333,925.359254,0,12
0,0,0,654.870661,0,12
0,0,0,269.844517,0,12
375.88,0.583333,0.416667,399.881036,0,12
235.9,0.75,0.583333,141.103713,0.727273,12
0,0,0,357.783692,0.1,12
0,0.583333,0.583333,4553.15605,1,12
502.2,0.416667,0.166667,69.987515,0,12
980,0.083333,0,163.396716,0,12
3908.26,1,0,1145.197102,0,12
0,0,0,992.707868,0.083333,12
45.65,0.25,0.166667,390.098144,0,12
0,0.583333,0.5,535.262291,0,12
0,0.25,0.25,495.317878,0,12
518.87,0.833333,0.75,158.022532,0.333333,12
0,0.333333,0.333333,3457.886177,0.181818,12
0,0,0,645.775344,0.5,12
0,0,0,2962.908954,0,12
0,0,0,438.47095,0,12
0,0.333333,0.25,135.413354,0,12
117,0.333333,0,381.46904,0,12
0,0,0,994.581254,0,12
32.08,0.166667,0.166667,401.341447,0,12
116,0.25,0.166667,209.080877,0,12
0,0,0,577.743307,0,12
419.22,1,1,220.475303,0.083333,12
0,0,0,171.611073,0,12
0,0,0,729.873545,0.1,12
2360.7,0.916667,0,182.983637,1,12
0,0,0,1313.966224,0,12
0,0.75,0.666667,149.339136,0.636364,12
2025,0.25,0.083333,469.831073,0,12
0,0.25,0.166667,1700.897107,0,12
275.04,0.583333,0.333333,167.945758,0,12
0,0.166667,0.166667,260.465386,0,12
0,1,1,179.636117,0.833333,12
0,0,0,705.382787,0,12
507.32,1,1,521.999553,0,12
0,0,0,496.679318,0,12
49.25,0.083333,0,215.208576,0,12
59.2,1,1,744.223511,0,12
0,0,0,,0,6
168.71,0.416667,0.25,,0,12
0,0,0,1015.570692,0,12
0,0,0,502.813712,0.083333,12
0,0,0,301.076813,0,12
0,1,0.888889,19.278758,0.166667,9
559.83,0.583333,0.5,199.34309,0.181818,12
0,0,0,79.103048,0,12
1966.24,0.909091,0.909091,1647.360238,0,11
551.06,0.375,0,1111.406948,0,8
0,0,0,315.604084,0,10
0,0.25,0.166667,,0,12
0,0.9,0.8,459.831026,0,10
0,1,1,148.459781,0.272727,12
816.91,1,1,172.362577,1,12
2288.2,1,1,1076.5895,0,12
1326.09,0.583333,0,751.452457,0,12
803.85,0.916667,0.333333,440.784074,0,12
0,0.166667,0.166667,,0,12
842.9,0.75,0.666667,164.943132,0,12
826.63,1,0.916667,571.822624,0,12
3488.01,0.5,0,165.054133,0,8
440.44,1,0,197.29764,0,12
0,1,0.9,149.095117,0,10
0,0,0,515.702583,0.083333,12
1769.34,1,0.916667,176.114115,0.916667,12
0,0.333333,0.333333,973.111675,0,12
2875.1,1,0.916667,1660.393651,0,12
185,1,1,170.895638,1,12
0,0,0,56.421314,1,11
1797.85,1,1,660.502814,0,12
0,0.583333,0.583333,,0,12
0,0,0,1272.079422,0,12
0,1,0.916667,2348.721844,0,12
223.6,0.083333,0,660.657081,0,12
0,1,1,,0,12
3513.45,0.916667,0.833333,1189.708084,0,12
955.85,1,0.909091,316.208158,0,11
74,0.083333,0,273.120559,0,12
0,0,0,,0,12
0,0,0,4496.934117,0.4,12
0,0.416667,0.416667,427.511065,0,12
2064.28,0.833333,0.333333,795.224277,0,12
0,0.416667,0.416667,350.085005,0,12
679.73,0.75,0.583333,194.955516,0,12
0,1,1,218.808215,0,12
205.46,0.416667,0,141.824682,0.090909,12
1430.92,1,0.5,163.817498,0.1,12
194.03,0.583333,0,216.511505,0,12
137.03,0.111111,0,269.716306,0,9
1697.47,1,0.166667,168.906777,1,12
2352.24,0.25,0,225.579276,0,12
1255.71,0.833333,0.5,691.597386,0,12
0,0,0,856.617955,0,12
360,0.857143,0,920.28777,0.6,7
1359.89,0.5,0.416667,816.492249,0,12
0,1,1,1361.687384,0,12
0,0.25,0.166667,345.092178,0.5,12
181,0.083333,0,,0,12
788.15,0.75,0.5,112.459858,0.166667,12
0,0,0,169.693848,0,7
0,0,0,1961.996767,0,12
0,0,0,364.040306,0,12
517.3,0.916667,0.916667,3417.459191,0.083333,12
1017.26,1,1,148.652054,0.875,12
0,1,1,4415.280009,0,12
0,0,0,98.774135,0,6
360,0.833333,0.75,1226.5916,0,12
677.74,0.9,0.6,173.598464,0,10
806.37,0.5,0,335.768422,0,10
0,0,0,26.057675,0.142857,12
1238.55,1,1,643.266736,0,12
0,0.25,0.25,140.21546,0.333333,12
0,1,0.916667,158.051064,0,12
0,0,0,292.340434,0,12
313.38,0.083333,0,303.90853,0,12
0,0,0,372.439588,0,10
771.58,1,0.583333,188.808807,0.416667,12
