BALANCE_FREQUENCY,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,TENURE
1,701.61,0.666667,1,185.418931,12
1,0,0,0,746.430888,12
1,110,0.083333,0,73.146612,12
1,1401.15,0.583333,0.333333,179.553478,12
1,0,0,0.416667,174.299229,12
1,1399.55,0.916667,0,209.623931,12
1,482.9,0.75,0.75,247.277952,12
0.454545,218.8,0.25,0.666667,72.016021,12
0.636364,0,0,0,1296.671661,12
0.727273,0,0,0.416667,700.486647,12
0,0,0,0.166667,,12
1,0,0,0,1583.295751,12
1,0,0,0.166667,256.977391,12
0.545455,321.07,0.916667,0,52.529089,12
1,2073.54,0.75,0,156.422554,12
0.9,0,0,0,1880.717414,10
0.363636,0,0,0.083333,100.347627,12
1,1076.95,1,1,708.700191,12
1,0,0,0,1085.79506,12
1,1220.45,0.666667,0.5,351.43166,12
0.818182,1553.8,0.5,0,125.895667,12
0.636364,0,0,0.416667,95.4525,12
0.222222,1709,0.111111,0,259.56173,9
1,0,0,0.833333,68.98672,12
0.272727,149.55,0.083333,0,97.176376,12
0.545455,0,0,0.5,99.133361,12
1,0,0,1,124.544483,12
1,45.65,0.083333,0.666667,591.385845,12
1,0,0,0.416667,232.286208,12
1,1716.02,0.583333,0.75,769.790351,12
0.363636,190,0.083333,0.25,132.889435,12
1,0,0,1,798.373689,12
0.454545,0,0,0.333333,173.942309,12
1,146.73,0.166667,0,523.086888,12
0.818182,76,0.166667,1,332.553992,12
0.454545,0,0,1,78.175369,12
0.909091,0,0,0,1029.681413,11
0.666667,319.67,0.666667,0,55.782805,6
1,638.34,1,0.166667,147.236428,12
1,813.02,1,0.583333,167.076537,12
1,0,0,0,293.203915,12
1,655.68,1,0.083333,148.487769,12
1,1014.32,0.916667,1,200.435964,12
0.9,1748.94,0.6,0.6,472.103929,10
0.909091,1613.06,0.5,0.5,144.660755,12
1,26.6,0.083333,0.416667,3171.185979,12
1,0,0,0,548.26632,12
1,0,0,0,436.589785,12
0.857143,462.33,0.571429,0,318.922693,7
1,5016.08,1,1,811.061687,12
1,483.4,0.083333,0,280.049702,12
1,0,0,1,449.515886,12
1,0,0,0,877.674613,12
0.727273,408.59,0.25,0,250.856639,12
0.857143,0,0,0,251.393985,7
1,122.9,0.166667,0.916667,390.404693,12
0.272727,0,0,0,203.285024,11
1,2583.82,1,0.416667,1245.948419,12
1,365.51,0.583333,0.75,807.008705,12
1,208.49,0.166667,0.75,559.391166,12
1,266,0.222222,0,302.737808,9
1,0,0,0,587.112789,12
1,0,0,1,166.626282,12
0.909091,743.99,0.454545,0.636364,141.64886,11
1,0,0,0,163.934517,11
1,1000.12,0.5,0.416667,361.259813,12
0.909091,84,0.083333,0,222.202924,12
0.636364,0,0,0.5,99.168927,12
0.454545,328.1,0.166667,0,117.947254,12
0.272727,60,0.083333,0,122.06814,12
0.363636,246.29,0.181818,0,23.3231,11
0.363636,281.7,0.083333,0,75.081916,12
0.909091,0,0,0,517.090852,12
1,815.65,0.416667,0.083333,1010.532573,12
1,0,0,0,496.404113,12
0,0,0,0.916667,14.094123,12
0.818182,59.8,0.166667,0,119.964053,12
1,0,0,1,257.56864,6
1,130,0.142857,0.857143,100.59858,7
0,0,0,0,,9
1,0,0,0,7751.321328,12
1,0,0,0,748.670976,12
0.727273,62.53,0.083333,0,110.864194,12
1,133.9,0.166667,0.333333,1135.596349,12
0.454545,918.48,0.25,0.25,176.445411,12
1,1352.52,0.083333,0,760.415003,12
1,0,0,0,902.109479,12
1,0,0,0,282.262223,12
1,3215.54,1,1,203.066713,12
1,0,0,1,171.950243,12
0.888889,0,0,0,229.914965,9
1,0,0,0,301.842645,12
0.181818,0,0,0.083333,14.83825,12
1,0,0,0,407.81451,12
1,37.3,0.166667,0,176.441403,12
0.636364,0,0,0,186.033645,12
0.909091,0,0,0.833333,141.988053,12
1,2907.18,1,1,239.701062,12
1,1427.43,0.583333,0.166667,1682.737989,12
1,832.7,0.666667,0,226.573606,12
0.818182,99.8,0.083333,0,512.876256,12
0.090909,0,0,0.083333,14.369082,12
0.909091,0,0,0.833333,156.23979,12
1,1690.63,1,1,182.974604,12
1,177.62,0.166667,0,624.924987,12
0.545455,0,0,0.454545,97.910986,11
0.272727,0,0,0,229.044312,12
0.545455,71.3,0.083333,0.333333,241.434175,12
0.818182,39,0.083333,0.666667,149.753219,12
0.181818,26.49,0.083333,0,42.09528,12
1,0,0,0.166667,889.485238,12
1,0,0,0,336.627401,12
0.181818,0,0,0.25,,12
1,441.9,0.25,0.5,611.827896,12
1,1093,0.333333,0,218.206833,12
1,0,0,0,929.740389,12
1,209.1,0.25,0,417.620633,12
1,1327.83,0.583333,0.666667,555.596549,12
1,0,0,1,170.367631,12
1,219.98,0.166667,1,8296.912755,12
1,0,0,1,848.308643,12
1,9.03,0.083333,1,615.208288,12
1,1681.89,1,0.666667,193.289032,12
0.25,0,0,0,28.024972,8
0.818182,1262.28,0.25,0,218.810614,12
0.909091,0,0,0,145.244181,11
0.272727,88.04,0.083333,0,85.677168,12
1,0,0,0,379.91166,12
1,0,0,1,806.258492,12
1,117.23,0.083333,0,1017.299239,12
1,692.52,1,0,2532.728316,12
1,0,0,0.916667,166.265696,12
1,0,0,0,1193.658503,12
1,0,0,0,1115.092967,12
1,1865.55,0.583333,0,232.309851,12
1,631.13,0.25,0.416667,257.745004,12
0.909091,2422.55,0.090909,0.272727,1385.561503,11
1,1004.9,0.583333,0,466.169801,12
1,0,0,1,,12
1,3035.9,0.75,1,415.452888,12
0.181818,95,0.166667,0,84.010008,12
1,233.35,0.333333,0,336.726753,12
1,495,0.166667,0,1006.907571,12
1,2951.93,0.333333,0,11142.93224,12
1,1029.29,0.416667,0,170.881343,12
0,0,0,0.25,,12
0.909091,22.03,0.083333,1,50.283744,12
0.727273,133.31,0.083333,0.416667,106.476161,12
1,1479.24,1,1,795.275831,12
1,0,0,0,748.463466,12
1,139.5,0.25,0,167.323383,12
1,1072.51,0.583333,0.083333,211.335301,12
1,626.4,0.25,0.666667,855.287602,12
1,0,0,0,205.177541,12
1,1321.1,1,0.083333,502.626418,12
0.636364,0,0,0,982.558921,12
1,8775.37,1,0.25,2618.776868,12
1,0,0,0,1142.583303,12
1,290,0.166667,0.833333,155.518201,12
0.833333,0,0,0.5,85.653871,6
1,1292.78,0.416667,0.333333,1032.193959,12
1,3396.25,0.583333,0.5,407.886506,12
0.272727,699,0.083333,0,166.648868,12
1,0,0,0,291.705634,12
1,0,0,0.583333,1673.959822,12
1,1009.85,1,0.666667,195.514075,12
1,2814.23,1,0,662.5686,12
0.181818,250,0.083333,0,159.142575,12
1,0,0,0.166667,170.357282,12
1,1200,0.083333,0.166667,262.884347,12
1,0,0,0.083333,1102.034141,12
1,39.8,0.083333,0,907.682774,12
0.857143,0,0,0.714286,85.417572,7
1,0,0,0,240.79407,12
0.909091,0,0,0,217.630638,12
0.875,247.88,0.375,0.75,111.639152,8
1,0,0,0.416667,364.334809,12
1,3817.98,1,1,188.019302,12
0.818182,0,0,0,267.650667,12
1,0,0,0.166667,,12
1,0,0,0.666667,7960.080674,12
1,1862.96,0.416667,0,323.536714,12
1,1002.22,0.666667,0.75,255.931146,12
1,0,0,0,638.475926,12
1,2506.84,0.75,0.5,233.649807,12
1,0,0,0,380.286525,12
1,7916.74,1,1,214.210554,12
1,0,0,1,173.332353,12
0.909091,405,1,0,424.343093,11
1,726.88,0.416667,1,161.824942,12
1,103.27,0.25,0,254.195184,12
1,310.19,0.428571,0.142857,586.992382,7
1,9081.24,1,0.916667,3537.101876,12
1,0,0,0.833333,83.215986,6
1,0,0,1,223.538858,12
1,20,0.083333,0,277.580245,12
1,0,0,1,175.62276,12
1,279.71,0.25,0,1211.424432,12
0.454545,0,0,0.454545,76.744713,11
1,0,0,0,1629.315325,12
1,0,0,0,519.856738,12
1,347.24,0.166667,1,119.087402,12
1,0,0,1,167.215217,12
1,1237.92,1,0.083333,177.486834,12
1,0,0,0,69.470274,12
0.375,542.34,0.25,0,113.60971,8
1,0,0,0,1259.264875,12
0.636364,0,0,0,665.402509,12
1,0,0,1,208.663344,12
0.909091,1216.7,0.5,0,188.958312,12
1,248.7,0.333333,0.166667,169.840535,12
0.545455,220.48,0.083333,0,60.558319,12
0.909091,0,0,1,135.20894,12
0.636364,890,0.083333,0.833333,717.304514,12
0.818182,85,0.083333,0.75,95.057442,12
0.181818,0,0,0,127.577579,12
1,1529.8,0.916667,1,178.290009,12
1,0,0,0,13350.55682,12
1,134.9,0.25,1,172.662882,12
0.727273,0,0,0.75,151.915915,12
0.2,114,0.1,0,,10
1,0,0,0,471.692662,12
0.909091,483.65,0.5,0,211.310481,12
1,0,0,0,287.194759,12
1,2326.09,0.583333,0.833333,240.332998,12
1,1848.24,0.75,0,427.761699,12
0.909091,3527.65,0.583333,0.166667,252.01094,12
1,399.76,0.583333,1,413.007713,12
1,0,0,0.5,1752.604791,12
0.909091,2479.1,0.666667,0.416667,161.92571,12
1,0,0,0,602.777344,12
0.909091,0,0,0.75,203.807999,12
1,2489.35,1,0.583333,363.926512,12
1,0,0,1,176.797021,12
0.454545,0,0,0,297.132962,12
1,0,0,0,9294.994141,12
1,438.57,0.181818,0.545455,159.094115,11
0.181818,64.69,0.083333,0,81.447345,12
0.181818,69,0.083333,0,46.267546,12
1,79.62,0.083333,0,1040.283795,12
1,0,0,0,395.344077,12
0.363636,0,0,0.166667,68.370436,12
1,0,0,0.25,375.127536,12
1,1108.54,0.583333,0,831.65824,12
1,2200,0.166667,0.083333,727.429491,12
0,0,0,0,,12
0.909091,484.88,0.636364,0.090909,345.557752,11
1,199,0.166667,0.166667,190.314886,12
1,0,0,1,178.871755,12
1,163,0.166667,0.75,8724.958739,12
1,0,0,0.166667,800.097611,12
0.636364,0,0,0.083333,111.741197,12
0.181818,0,0,0.083333,35.978677,12
1,232.93,0.5,0,152.762176,12
1,31.5,0.166667,0.583333,566.947431,12
0.181818,0,0,0.083333,209.339591,12
1,0,0,0.833333,541.368131,12
1,49.8,0.083333,0.333333,131.972396,12
1,1386.67,0.5,0.75,601.921408,12
1,0,0,0,558.717246,12
1,0,0,0.083333,300.921255,12
1,0,0,0,1107.973906,12
1,0,0,0,334.618726,11
0.727273,50,0.083333,0,91.526002,12
1,0,0,0,568.672226,12
1,0,0,1,163.327553,12
1,941.41,1,0.25,163.177278,12
1,3818.84,0.75,0.666667,425.9899,12
1,650.9,0.5,0.166667,366.004256,12
0.727273,0,0,0.666667,96.044022,12
1,150,0.083333,0.166667,1378.644403,12
1,0,0,1,175.221326,12
1,0,0,0,612.068106,12
1,274.19,0.166667,1,521.675562,12
1,1696.94,1,0.75,184.69761,12
1,1591.05,0.583333,1,245.746831,12
0,0,0,0.333333,,12
1,64.71,0.083333,0,2791.366849,12
1,45,0.083333,0.25,1252.705624,12
0.818182,0,0,0,638.672701,12
1,0,0,0.583333,940.119465,12
1,325,0.416667,0.25,151.156275,12
1,40,0.083333,0,679.004285,12
1,0,0,0,298.701546,12
1,167,0.083333,0,404.439747,12
0.545455,0,0,0.333333,244.376255,12
1,0,0,1,107.187821,12
0.5,1000,0.125,0.875,185.857663,8
0.909091,211.07,0.25,0,186.548599,12
1,185.63,0.25,0,441.741032,12
0.727273,0,0,0,198.55418,11
1,3780.51,1,1,186.941527,12
1,0,0,0,1051.709303,9
1,0,0,0,6038.567518,12
1,7875.08,0.916667,0.75,131.710372,12
1,0,0,0.833333,,6
1,0,0,0,228.826381,8
0.909091,427.02,0.272727,0.818182,115.044143,11
0.454545,0,0,0.833333,13.714895,12
1,0,0,0,436.115043,12
0.545455,0,0,0,146.079539,12
1,0,0,0,457.524824,12
0.636364,81,0.083333,0.5,179.622447,12
1,215.18,0.25,0.666667,185.805592,12
0.666667,0,0,0,318.94963,6
0.727273,98,0.083333,0.666667,47.676403,12
1,1814.42,0.666667,1,537.587864,12
1,114,0.083333,0,768.591692,12
0.875,103,0.125,0,410.484825,8
1,0,0,0,1010.781349,8
1,0,0,0,503.505212,12
0.545455,0,0,0.583333,99.423595,12
1,1000,0.142857,0.857143,380.796942,7
1,935.82,0.333333,0.75,181.386587,12
1,519.8,0.416667,0.583333,1279.813588,12
1,0,0,1,1592.232637,12
1,0,0,0,1718.462688,12
0,0,0,0.75,,12
0.090909,0,0,0,,12
1,90,0.083333,0,765.036103,12
0.833333,283.36,0.333333,0.666667,97.68575,6
0.727273,0,0,0.583333,99.124898,12
0.727273,0,0,0,675.460542,12
0.545455,524.8,0.083333,0.333333,277.233099,12
1,945.43,0.583333,0,1950.911172,12
0.909091,0,0,0.416667,180.598109,12
1,125.32,0.083333,0,633.370465,12
1,614.5,0.416667,1,188.5229,12
1,0,0,1,156.086837,12
1,0,0,0,282.085369,12
0.111111,0,0,0,,9
0.727273,368.96,0.083333,0.166667,161.497921,12
1,1737.1,0.666667,1,260.772338,12
1,195,0.083333,0.25,1933.376383,12
1,0,0,0.666667,1187.72741,12
1,1587.68,0.333333,1,573.258246,12
0.909091,585.5,0.166667,0.166667,217.823333,12
1,607.36,1,0,192.60691,12
1,0,0,0.916667,177.102986,12
1,73.42,0.083333,0,1141.633296,12
1,424.6,0.666667,0.833333,87.775306,6
0.166667,0,0,0,14.418723,6
1,0,0,0,2351.635775,12
1,799.04,0.333333,0.25,400.00556,12
0.545455,0,0,0.583333,142.662885,12
1,0,0,0.75,208.322149,12
1,1592.99,0.833333,0.833333,2828.269468,12
1,0,0,0,56.782521,12
0.142857,72.52,0.142857,0,,7
1,0,0,0,685.694358,12
1,6182.78,1,0.666667,222.118023,12
1,855.27,0.545455,0,438.190574,11
1,166.9,0.166667,0,1860.072318,12
1,453,0.5,0,317.061706,12
1,245.85,0.333333,0,686.649339,12
1,2355.11,0.666667,1,532.466094,12
1,2870.42,0.833333,0.5,165.366492,12
0.181818,0,0,0.083333,,12
1,320,0.166667,0,978.223,6
1,3853.49,1,0.5,454.273077,12
1,0,0,1,1694.702504,12
1,0,0,0.5,678.63587,12
0.363636,507.57,0.083333,0,34.488495,12
1,0,0,0.090909,911.267314,11
1,2711.9,1,0,1040.884331,12
0.9,359,0.4,0,379.055818,10
0.333333,987.45,0.333333,0,,6
0.909091,4055.8,0.083333,0.416667,328.151043,12
0.909091,0,0,0.25,101.35824,12
0.454545,0,0,1,55.660981,12
1,0,0,0,201.815134,12
1,904.2,0.416667,0.75,234.745291,12
1,940,0.166667,0,179.692509,12
1,1081,0.25,0,190.606207,12
0.909091,0,0,0.833333,149.944032,12
1,0,0,0,724.561182,12
1,841,0.083333,0.916667,1014.663188,12
1,0,0,1,170.144183,12
1,1129.3,0.5,1,224.493971,12
1,170,0.083333,0,616.813089,12
0.636364,0,0,0.5,196.881446,12
1,0,0,0,920.525945,12
0.285714,0,0,0.714286,127.592031,7
1,0,0,0,481.397375,12
0.714286,211.8,0.142857,0.571429,95.587203,7
0.636364,331.52,0.166667,0,394.681018,12
1,0,0,0.416667,203.987924,12
0.909091,299.5,0.083333,0.666667,186.149348,12
0.8,0,0,1,128.726662,10
1,0,0,0.833333,163.703623,12
1,0,0,0,296.752391,12
0.571429,0,0,0.142857,37.947135,7
1,216.17,0.5,0.083333,393.128829,12
1,1552.31,0.75,0.166667,2025.836483,12
0.818182,381.49,0.833333,0.333333,85.160646,12
1,0,0,0,352.084649,12
1,0,0,0.916667,146.043815,12
1,0,0,0.083333,17.530337,12
0.727273,0,0,0.416667,1645.535202,12
0.875,590,0.375,0,181.398536,8
1,0,0,1,270.413449,12
1,0,0,0.583333,1246.237666,12
1,1333.71,0.75,0.916667,169.41646,12
0.454545,0,0,0,85.227184,12
1,0,0,0,195.799861,12
1,816.07,0.916667,0.416667,203.927038,12
1,0,0,1,3339.39289,12
1,0,0,0,156.935733,12
1,0,0,0,1135.449267,12
1,0,0,0,613.519804,12
1,0,0,0.714286,96.572665,7
1,1975.55,0.833333,0.5,431.266392,12
1,0,0,0,732.984374,12
1,168.27,0.083333,1,178.816786,12
1,4246.5,1,0.833333,523.348392,12
0.727273,486.94,0.25,0,130.716778,12
0.875,1025.94,0.25,0.75,119.295167,8
0.272727,611.04,0.25,0.166667,173.812568,12
1,3377.15,0.916667,0.666667,230.464797,12
1,105.3,0.083333,1,5743.736444,12
1,270,0.166667,0,1197.398596,12
0.909091,0,0,0.333333,1080.480612,12
1,0,0,0,289.050092,12
1,0,0,0,440.128449,12
1,0,0,1,2413.233231,12
1,306.91,0.272727,0,2096.962594,11
0.818182,0,0,0.909091,17.826933,11
0.545455,0,0,0.416667,1187.591705,12
1,1080.18,0.25,0.583333,274.582036,12
1,0,0,0.833333,88.187856,6
0.090909,70,0.083333,0,85.073591,12
1,0,0,0,491.098362,11
1,723.02,1,0.083333,177.213829,12
1,0,0,0,1532.092391,12
1,0,0,0,1437.438437,12
1,0,0,0,286.69926,12
1,0,0,1,31871.36379,12
1,0,0,1,1555.793076,12
1,0,0,0,232.422715,8
1,86.63,0.166667,0.25,750.333981,12
0.727273,0,0,0.5,146.818553,12
1,51.05,0.083333,1,164.505587,12
1,0,0,1,157.784568,12
0.363636,0,0,0.333333,169.705471,12
0.75,198,0.25,0.625,113.077567,8
0.909091,600,0.083333,0,92.393376,12
1,0,0,0.916667,508.470423,12
0.909091,0,0,0.833333,178.096603,12
1,398.67,0.333333,1,176.161796,12
1,796.07,0.454545,0.363636,4628.802111,11
1,0,0,0,2869.727066,12
0.818182,142.52,0.083333,0,191.258003,12
0.545455,60,0.083333,0,274.519006,12
1,785.69,0.416667,0,619.376955,12
1,927.57,0.333333,0.083333,443.406361,12
1,0,0,0.166667,206.106505,12
0.636364,609.4,0.363636,0.454545,128.25155,11
1,0,0,0,1343.985397,12
1,99.59,0.083333,0.416667,658.460719,12
0,0,0,0.333333,,12
1,0,0,1,167.93554,12
1,0,0,0,616.532252,12
1,0,0,0,612.656741,12
1,151.42,0.166667,0.583333,711.024081,12
1,0,0,0.083333,343.940892,12
1,78,0.083333,1,182.841487,12
0.444444,0,0,0,747.172775,9
1,0,0,1,153.221194,12
1,0,0,0,1187.871281,12
1,1440.48,1,0,291.857209,12
1,404,0.166667,0,201.135008,12
1,39.58,0.083333,0,204.226245,12
1,3373.7,0.833333,0,490.378067,12
0.909091,903,0.090909,0,193.903676,11
1,962.12,0.583333,0,645.551427,12
0.636364,0,0,0.666667,112.041868,12
1,1475.56,1,1,4239.303788,12
0.181818,29,0.083333,0.083333,41.839613,12
1,1053.08,0.25,1,1635.841661,12
1,0,0,0,2701.584337,12
1,311.1,0.416667,0.5,478.802097,12
1,103,0.166667,1,542.14663,12
1,661.45,0.571429,0.857143,126.503057,7
1,0,0,0,2094.307389,12
0.6,90,0.1,0.3,136.109592,10
0.833333,3705.15,0.833333,0.666667,109.759102,6
1,772.6,0.416667,0.416667,606.899998,12
0.454545,0,0,0,1840.913723,12
1,0,0,0.916667,150.500248,12
1,255.32,0.25,1,3148.909502,12
1,0,0,0,833.953708,11
0.454545,0,0,0,54.371074,12
1,1507.56,0.583333,0.083333,314.375296,12
1,864.28,0.25,1,240.060933,12
1,82.41,0.083333,0,723.343619,12
1,694.73,0.25,0.333333,1452.265916,12
1,22101.78,0.333333,0,6764.853481,12
1,10,0.083333,0.916667,703.203441,12
1,0,0,0,1092.950836,11
1,225.5,0.166667,1,425.812312,12
1,331.96,0.333333,0.416667,472.486843,12
1,0,0,0,320.494371,12
1,45.65,0.083333,0.75,190.287126,12
0.818182,160.6,0.166667,0.416667,144.896661,12
1,0,0,0,268.140818,12
1,0,0,0.833333,1165.41843,12
1,0,0,0.25,209.238839,12
1,0,0,0,508.050053,12
1,0,0,0,1159.813479,12
0.818182,0,0,0,100.212983,12
0.909091,1301.25,0.5,0,170.192614,12
1,629.99,0.083333,0,247.500183,12
1,0,0,0,1198.874608,12
0.272727,75.2,0.083333,0.25,164.103619,12
0.272727,0,0,0.166667,29.013477,12
1,1258.99,0.25,0.833333,248.870731,12
0.181818,0,0,0.083333,118.437426,12
1,193.94,0.25,0.166667,683.372766,12
1,0,0,0,418.536968,12
1,0,0,0,419.059837,12
1,0,0,0,659.586136,12
1,313.03,0.25,0,405.632903,12
0.909091,0,0,0,60.582149,12
1,720.16,0.5,0,1094.491962,12
1,120.09,0.083333,0,410.924268,12
1,0,0,0,1183.930323,12
1,242.38,0.25,0.666667,289.339838,12
1,0,0,0,448.064322,12
0.181818,0,0,0,69.271137,12
1,0,0,0,653.783205,12
0.888889,317.74,0.111111,0.777778,109.17084,9
1,115,0.166667,0.75,208.147019,12
1,0,0,0,187.555397,12
1,2455.79,0.833333,0.166667,1731.420819,12
0.272727,0,0,0.166667,131.138844,12
1,1450,0.166667,1,756.926664,12
0.363636,0,0,0,123.753834,12
1,2576,0.25,0,531.183467,12
1,1259.88,0.666667,1,477.257131,12
1,1395.05,0.583333,0.666667,556.179286,12
1,0,0,0,214.677868,12
0.454545,0,0,0,156.159732,12
1,1058.18,0.583333,1,526.831031,12
1,282.52,0.416667,0,1248.460984,12
0.636364,225.39,0.166667,0.083333,100.780063,12
1,855.9,0.272727,0.818182,327.262906,11
1,0,0,0,1479.53625,12
1,3678.81,0.833333,0.166667,3915.696493,12
0.727273,0,0,0,929.334025,12
1,0,0,0,424.156288,12
0.090909,0,0,0,,12
0.875,0,0,0,116.202264,8
1,0,0,0,94.70744,12
0.636364,0,0,0,181.339692,12
1,0,0,0.833333,180.358798,12
0.1,0,0,0,,10
1,1083.44,1,0,606.739379,12
1,400.72,0.416667,0.5,269.311255,12
1,0,0,1,164.139365,12
1,4841.7,0.916667,0.75,6340.898794,12
1,0,0,0,1752.657115,12
1,0,0,0,2221.880048,12
1,0,0,0.916667,262.20484,12
1,0,0,1,176.285795,12
1,0,0,0.75,195.953485,12
1,521.5,0.083333,1,679.005417,12
0.545455,0,0,0.5,85.914125,12
0.909091,1270.32,0.333333,0,110.252783,12
0.545455,0,0,0.416667,146.348596,12
0.909091,0,0,0.583333,161.030353,12
1,0,0,1,1090.811625,12
1,0,0,0,374.452534,12
1,0,0,0,379.255051,12
0.142857,0,0,0,,7
1,573.05,0.25,0.416667,266.90291,12
1,360,0.083333,0,208.247475,12
0.727273,0,0,0.916667,13.88938,12
1,0,0,0,826.56466,12
1,0,0,0,1075.889659,12
0.454545,461.99,0.333333,0,104.810436,12
0.545455,0,0,0.416667,94.762661,12
0.454545,0,0,0.166667,67.701929,12
1,3436.23,0.833333,0.25,190.985351,12
1,102.26,0.083333,0.75,744.713817,12
0.909091,1140.9,0.818182,0.090909,6825.44203,11
1,2206.74,1,0,204.477134,12
1,284.9,0.166667,0,786.402078,12
1,0,0,0,232.802183,12
1,2369.78,0.666667,0.916667,1463.588692,12
1,0,0,0,673.465761,12
0.818182,87.28,0.083333,0,767.829781,12
1,3824.94,0.333333,1,562.102772,12
0.818182,5788.81,0.5,0,285.762299,12
1,0,0,0.833333,183.013235,12
0.9,1116.67,0.3,0.8,170.458741,10
0.909091,1428.89,0.181818,0,395.761881,11
1,194.1,0.166667,0,389.795498,12
0.636364,0,0,0.5,153.645248,12
1,325.52,0.5,0.75,5817.079142,12
1,91.84,0.166667,0,413.727143,12
1,0,0,0.916667,926.087148,12
0.181818,0,0,0,,12
0.363636,1399.8,0.25,0.083333,98.767606,12
1,0,0,0.636364,792.01288,11
1,0,0,0,327.277488,6
0.454545,1686.86,0.25,0,127.016328,12
1,199.34,0.166667,0.333333,561.912557,12
1,0,0,0,259.21298,12
1,83,0.166667,0,201.615417,12
0.909091,310.97,0.333333,0.416667,130.651802,12
0.727273,11246.07,0.666667,0.333333,1310.291574,12
0.454545,586.14,0.333333,0.25,31.497924,12
1,1000,0.083333,0.833333,387.281405,12
1,4613.7,1,1,256.82014,12
1,956.83,0.333333,0.75,1125.042573,12
0.727273,0,0,0,137.43958,12
1,295.63,0.25,0.916667,342.2675,12
1,0,0,1,1127.724623,12
0.909091,0,0,0,324.801824,12
1,0,0,0,592.032785,12
1,1833.9,0.416667,0,188.774182,12
0.818182,0,0,0,7164.306187,11
1,0,0,0,335.813771,12
0.666667,0,0,0.555556,583.820142,9
1,0,0,0.083333,720.971058,12
0.363636,0,0,0.25,164.248292,12
1,0,0,0.416667,8345.641905,12
1,230,0.083333,0,1442.075559,12
0.636364,249.12,0.083333,1,313.922409,12
1,423.37,1,0,187.954393,12
1,1402.35,0.833333,0.25,181.840836,12
1,160,0.083333,0,596.332001,12
0.363636,1110.01,0.166667,0,84.471116,12
1,10454.28,1,1,289.757941,12
0.363636,0,0,1,7.070714,12
1,225.08,0.090909,0,1282.428401,11
1,375,0.166667,0.25,191.073806,12
0.909091,0,0,0,1542.906309,11
1,492.71,0.166667,1,189.375956,12
1,748.36,1,0,170.77492,12
1,0,0,0,190.841988,12
0.181818,88.93,0.083333,0,154.067397,12
1,298,0.166667,0,1336.9578,12
1,63.7,0.083333,0,379.079339,12
1,0,0,0.5,4130.592522,12
0.363636,0,0,0,1261.125201,12
0.909091,0,0,0,599.5493,11
1,685.79,0.833333,0.666667,175.239392,12
0.818182,149,0.083333,0,1115.444711,12
0.454545,0,0,0,116.705952,12
1,1160.26,0.454545,0.545455,219.717476,11
1,233.04,0.083333,0.583333,658.657911,12
1,2080.01,0.916667,0.833333,2024.379006,12
1,1653.36,0.75,1,1007.691447,12
1,765.85,0.75,1,167.136534,12
0.545455,0,0,0.333333,69.359061,12
1,0,0,0,77.402578,12
1,0,0,0,557.973185,10
1,0,0,0,635.614648,9
1,1253.36,1,0.083333,202.184147,12
1,0,0,0,784.060078,12
0.833333,2644.17,0.833333,0.333333,113.262756,6
1,2006.57,0.416667,0.583333,202.619118,12
1,1804.1,0.75,1,605.697272,12
0.636364,0,0,0,138.420191,12
1,0,0,1,217.449281,12
1,0,0,0,841.880535,12
1,2000.6,0.166667,0,858.298082,12
0.181818,0,0,0.083333,,12
1,549,0.166667,1,431.796784,12
1,0,0,0,754.982656,12
1,512.47,1,0,192.908611,12
0.909091,701.59,0.333333,0,140.175864,12
0.777778,0,0,0.555556,100.105897,9
1,675.9,0.416667,0,308.604961,12
0,0,0,0.416667,,12
1,0,0,0,226.880981,6
1,1165.36,0.333333,1,206.988911,12
0.545455,417,1,0,86.562843,12
0.545455,0,0,0.333333,170.73776,12
1,0,0,1,249.005928,12
1,0,0,0,394.763386,12
1,1940.88,0.5,1,4606.755937,12
1,2360.3,0.666667,1,501.711259,12
1,0,0,0,271.376651,11
1,4432.46,0.833333,0.083333,850.247297,12
1,1663.77,0.833333,0,307.53747,12
1,886.32,1,0.916667,225.743387,12
1,624,0.166667,0.25,190.226811,12
1,0,0,0.909091,164.361594,11
1,14.72,0.083333,0,463.992512,12
1,0,0,0,1565.678756,12
0.727273,0,0,0.583333,175.245981,12
0.818182,65,0.083333,0.666667,154.2101,12
0.857143,0,0,0.714286,104.264949,7
1,0,0,0,510.986097,12
1,0,0,1,152.547744,12
1,336,0.25,0.416667,183.039309,12
1,436.64,0.166667,0.5,831.442071,12
1,0,0,0,680.410348,11
1,0,0,0,324.670041,12
1,1049.3,0.25,1,2257.788425,12
1,683.89,0.5,0.333333,309.576217,12
1,624.46,0.333333,0,865.078504,12
0.4,0,0,0,856.401575,10
1,1395.13,0.916667,1,322.506371,12
0.909091,0,0,0,433.963634,11
1,0,0,0,597.46081,12
1,0,0,1,141.02725,12
0.857143,0,0,0.714286,104.771473,7
1,278.5,0.083333,0.666667,898.050967,12
1,864.38,0.666667,1,182.31869,12
1,253.7,0.416667,0,200.73031,12
1,10165.88,1,0.75,691.328423,12
1,0,0,0.166667,224.641178,12
1,0,0,1,294.032386,12
0.727273,0,0,1,118.364043,12
1,0,0,1,1358.434639,12
